sample_id,n_Na,r_TM,phi_TM,I_TM,S_TM,phi_cation,Phase_EXP,Phase_DNN,Group,Source
42,0.65,57.225,60.44656198,68.2144597,1.392321255,13.48195417,1,0,Test,Literature
43,0.83,57.275,57.16369578,64.5094597,1.392321255,16.2804452,1,1,Test,Literature
44,1,58.125,53.12661055,60.9054597,1.392321255,18.22971984,1,1,Test,Literature
45,0.9,57.075,54.37685224,56.09595,0.967260443,16.79285191,1,1,Test,Literature
46,0.9,57.725,54.17534136,58.29413,0.967260443,16.73062061,1,1,Test,Literature
47,0.9,57.15,54.83471202,57.25818,0.967260443,16.93424979,1,1,Test,Literature
48,0.9,56.7,54.83781021,54.814,0.673011667,16.93520658,1,1,Test,Literature
49,0.9,61.575,50.70982612,50.9222,0.198515243,15.66038793,1,1,Test,Literature
50,1,60.35,50.83462405,61.7436267,1.748067349,17.44325386,1,1,Test,Literature
51,0.833,55.498,57.26932566,57.01289,1.011634814,16.36948273,1,1,Test,Literature
52,0.833,57.669,56.59627932,64.3548112,1.011634814,16.17710364,1,1,Test,Literature
53,1,57,53.27592017,60.05226,1.16828245,18.28095353,1,1,Test,Literature
54,1,59.4,50.83524721,51.142954,1.143136775,17.44346769,1,1,Test,Literature
55,0.95,57.775,52.91102805,54.859167,1.29684413,17.24795817,1,1,Test,Literature
56,1,60,51.09830601,62.0167682,2.042316124,17.53373296,1,1,Test,Literature
57,1,56.65,52.99048156,59.75774,0.948915436,18.18300891,1,1,Test,Literature
58,1,56.49,53.17528736,53.10901,0.736093495,18.24642266,1,1,Test,Literature
59,1,56.05,53.53784147,54.361,0.937636962,18.37082849,1,1,Test,Literature
60,1,59.075,51.01863251,51.188434,1.192194501,17.50639402,1,1,Test,Literature
61,1,59.04,51.06910392,51.278034,1.113625088,17.52371264,1,1,Test,Literature
62,1,56.93,52.71632291,54.403548,0.77732335,18.08893486,1,1,Test,Literature
63,1,54.7,54.8461681,53.2135,0.855688667,18.81976411,1,1,Test,Literature
64,0.93,57.66,55.34295256,62.19611164,1.237878416,17.66091331,1,1,Test,Literature
65,1,59.51,50.7513268,50.134051,1.331621412,17.41467147,1,1,Test,Literature
66,0.9,59.8,52.92596662,59.148058,1.527489617,16.34478428,1,1,Test,Literature
67,1,59.5,51.00440683,54.43383,1.621516541,17.50151265,1,1,Test,Literature
68,1,56.6,53.02731751,53.434,1.054920168,18.19564869,1,1,Test,Literature
69,0.9,58.97,53.07315497,60.3454274,1.480015195,16.39023951,1,1,Test,Literature
70,1,60.05,51.04497732,64.1721682,1.305461684,17.5154339,1,1,Test,Literature
71,1,58.8,51.25817955,51.476434,1.029653014,17.58859153,1,1,Test,Literature
72,1,58.5,51.62762844,52.083917,1.43056229,17.71536321,1,1,Test,Literature
73,0.94,57.5,53.33257684,55.6653853,1.528214946,17.20237087,1,1,Test,Literature
74,0.833,58.81581582,54.84000293,66.77573518,1.253018963,15.67510129,1,1,Test,Literature
75,0.8,57.6,57.56241662,66.95672,1.054920168,15.80144816,1,1,Test,Literature
76,1,60.2,50.87537371,55.565797,1.830910897,17.45723658,1,1,Test,Literature
77,1,59.5,51.86929833,53.9358,1.504788284,17.79828916,1,1,Test,Literature
78,1,57.3,52.53092836,52.885717,1.504788284,18.02531908,1,1,Test,Literature
79,0.75,55,59.32421154,58.9775,1.039720771,15.26726076,1,0,Test,Literature
80,1,56.35,53.28179474,56.40662,0.857005065,18.28296931,1,1,Test,Literature
